timestamp,can_id,dlc,data_hex
1772290185.8333616,MARK_START:2_Injection_Attack_2026-02-28_234945,0,
1772290185.8820755,0x200,8,FFFFFFFFFFFFFFFF
1772290185.9324875,0x200,8,FFFFFFFFFFFFFFFF
1772290185.9834094,0x200,8,FFFFFFFFFFFFFFFF
1772290186.0338056,0x200,8,FFFFFFFFFFFFFFFF
1772290186.0843635,0x200,8,FFFFFFFFFFFFFFFF
1772290186.1350174,0x200,8,FFFFFFFFFFFFFFFF
1772290186.18535,0x200,8,FFFFFFFFFFFFFFFF
1772290186.236446,0x200,8,FFFFFFFFFFFFFFFF
1772290186.2876294,0x200,8,FFFFFFFFFFFFFFFF
1772290186.3381853,0x200,8,FFFFFFFFFFFFFFFF
1772290186.388778,0x200,8,FFFFFFFFFFFFFFFF
1772290186.4395225,0x200,8,FFFFFFFFFFFFFFFF
1772290186.4898882,0x200,8,FFFFFFFFFFFFFFFF
1772290186.540486,0x200,8,FFFFFFFFFFFFFFFF
1772290186.5907183,0x200,8,FFFFFFFFFFFFFFFF
1772290186.6421843,0x200,8,FFFFFFFFFFFFFFFF
1772290186.6925304,0x200,8,FFFFFFFFFFFFFFFF
1772290186.742611,0x200,8,FFFFFFFFFFFFFFFF
1772290186.7929542,0x200,8,FFFFFFFFFFFFFFFF
1772290186.8436513,0x200,8,FFFFFFFFFFFFFFFF
1772290186.8943763,0x200,8,FFFFFFFFFFFFFFFF
1772290186.944582,0x200,8,FFFFFFFFFFFFFFFF
1772290186.9950416,0x200,8,FFFFFFFFFFFFFFFF
1772290187.04568,0x200,8,FFFFFFFFFFFFFFFF
1772290187.0968442,0x200,8,FFFFFFFFFFFFFFFF
1772290187.1475925,0x200,8,FFFFFFFFFFFFFFFF
1772290187.19776,0x200,8,FFFFFFFFFFFFFFFF
1772290187.2374856,MARK_END:2_Injection_Attack_2026-02-28_234945,0,
